statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName
롯데홈쇼핑(양평동 본사),JA110165,서울특별시 영등포구 양평로21길 10,지하 1층 주차장,,24시간 이용가능,37.5374231,126.8927918,JA,이브이시스,이브이시스,1577-1556,2,"11.0,7.0",단독,12,15,0.19999999999999996,1.0,2025-05-15 15:28:18,2025-05-15 15:28:18,2025-05-14 17:07:14,2025-05-15 15:28:18,11,11560,G0,G004,Y,,N,,N,,N,2025,서울특별시
롯데웰푸드 금천영업소,JA110166,서울특별시 금천구 시흥대로151길 39,전기차충전소,,24시간 이용가능,37.4762614,126.8962957,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,2,2,0.0,1.0,2025-05-14 11:07:15,2025-05-14 08:35:15,2025-05-14 11:07:15,,11,11545,G0,G004,Y,,N,,N,,N,2025,서울특별시
롯데이노베이트 구관주차장,JA110169,서울특별시 금천구 가산디지털2로 179,구관주차장,,24시간 이용가능,37.483975624,126.87686042,JA,이브이시스,이브이시스,1577-1556,2,"11.0,7.0",단독,8,12,0.33333333333333337,1.0,2025-05-15 15:20:14,2025-05-15 15:20:14,2025-05-15 14:20:13,2025-05-15 15:20:14,11,11545,G0,G004,Y,,Y,시설 상황에 따라 이용 제한,N,,N,2025,서울특별시
삼각지역공영주차장,JA110170,서울특별시 용산구 한강대로54길 17,야외주차장,,24시간 이용가능,37.532986,126.9727871,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,7.0","단독,동시",11,11,0.0,1.0,2025-05-15 14:50:14,2025-05-15 12:49:19,2025-05-15 14:50:14,,11,11170,B0,B001,Y,,N,,N,,N,2025,서울특별시
롯데칠성음료 서부산지점,JA260007,부산광역시 사상구 낙동대로1016번길 54,롯데칠성음료 서부산지점,롯데칠성음료 서부산지점,24시간 이용가능,35.1503043,128.9751706,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,1,1,0.0,1.0,2025-05-15 09:49:06,2025-05-14 14:56:04,2025-05-15 09:49:06,,26,26530,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2023,부산광역시
롯데칠성음료 남부산지점,JA260008,부산광역시 영도구 남항서로 30,롯데칠성음료 남부산지점,롯데칠성음료 남부산지점,24시간 이용가능,35.0841962,129.0365482,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,1,1,0.0,1.0,2025-04-29 08:52:35,2025-02-17 15:30:04,2025-02-17 15:42:05,,26,26200,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2023,부산광역시
롯데웰푸드 동부산영업소,JA260012,부산광역시 해운대구 반송로623번길 37,롯데웰푸드 동부산영업소,롯데웰푸드 동부산영업소,24시간 이용가능,35.2216554,129.1316656,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,7,9,0.2222222222222222,1.0,2025-05-15 15:42:06,2025-05-15 15:42:06,2025-05-15 15:20:05,2025-05-15 15:42:06,26,26350,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2023,부산광역시
동래 SK 허브스카이,JA260017,부산광역시 동래구 중앙대로 1523,"동래 SK 허브스카이 지하 4층, 지하 5층","지하 4층 B1 ~ D1, 지하 5층 B15 ~ D15",24시간 이용가능,35.2218126,129.0859316,JA,이브이시스,이브이시스,1577-1556,"2,4","11.0,30.0",단독,10,14,0.2857142857142857,1.0,2025-05-15 13:49:09,2025-05-15 13:49:09,2025-05-15 12:49:09,2025-05-15 13:49:09,26,26260,G0,G004,N,,N,,N,,N,2023,부산광역시
롯데월드 어드벤처 부산,JA260020,부산광역시 기장군 기장읍 동부산관광로 42,롯데월드 어드벤처 부산,A주차장,24시간 이용가능,35.1962259,129.2125969,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,7.0","단독,동시",22,23,0.04347826086956519,1.0,2025-05-15 15:30:08,2025-05-15 15:30:08,2025-05-14 21:07:11,2025-05-15 15:30:08,26,26710,G0,G004,Y,,N,,N,,N,2024,부산광역시
부산 기장군 베이사이드골프클럽 E주차장,JA260022,부산광역시 기장군 일광읍 이천8길 100,베이사이드골프클럽 E주차장,베이사이드골프클럽 E주차장,24시간 이용가능,35.2754178,129.2434597,JA,이브이시스,이브이시스,1577-1556,"2,4","50.0,7.0",단독,5,7,0.2857142857142857,1.0,2025-05-15 13:40:15,2025-05-15 11:07:15,2025-05-15 13:40:15,2025-05-15 11:07:15,26,26710,E0,E004,Y,,N,,N,,N,2024,부산광역시
롯데호텔 부산본점 지하 4층,JA260024,부산광역시 부산진구 가야대로 772,롯데호텔 부산본점 지하 4층,롯데호텔 부산본점 지하 4층,24시간 이용가능,35.1560734,129.0549651,JA,이브이시스,이브이시스,1577-1556,4,"100.0,30.0","단독,동시",26,27,0.03703703703703709,1.0,2025-05-15 15:28:14,2025-05-15 15:28:14,2025-05-15 15:20:09,2025-05-15 15:28:14,26,26230,G0,G004,N,,N,,N,,N,2024,부산광역시
롯데호텔 부산본점 지상 6층,JA260025,부산광역시 부산진구 가야대로 772,롯데호텔 부산본점 지상 6층,롯데호텔 부산본점 지상 6층,24시간 이용가능,35.1561076,129.0561373,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,17,18,0.05555555555555558,1.0,2025-05-15 14:21:10,2025-05-15 13:40:16,2025-05-15 14:21:10,2025-05-15 13:40:16,26,26230,G0,G004,N,,N,,N,,N,2024,부산광역시
롯데프리미엄아울렛 동부산점,JA260027,부산광역시 기장군 기장읍 기장해안로 147,롯데프리미엄아울렛 동부산점 야외주차장,롯데프리미엄아울렛 동부산점 야외주차장,24시간 이용가능,35.190242396,129.21136437,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,11.0,30.0,7.0","단독,동시",74,78,0.05128205128205132,0.9871794871794872,2025-05-15 15:20:09,2025-05-15 14:40:17,2025-05-15 15:20:09,2025-05-15 14:28:15,26,26710,E0,E002,Y,,N,,N,,N,2024,부산광역시
부산동래경찰서,JA260028,부산광역시 동래구 명륜로 70,부산동래경찰서 주차장,부산동래경찰서 주차장,24시간 이용가능,35.2002687,129.0848616,JA,이브이시스,이브이시스,1577-1556,4,100.0,동시,2,2,0.0,1.0,2025-05-14 20:20:10,2025-05-14 19:00:12,2025-05-14 20:20:10,,26,26260,A0,A001,Y,,N,,N,,N,2024,부산광역시
부산사하경찰서,JA260029,부산광역시 사하구 을숙도대로 665,부산사하경찰서 주차장,부산사하경찰서 주차장,24시간 이용가능,35.0853444,128.9783665,JA,이브이시스,이브이시스,1577-1556,4,100.0,동시,2,2,0.0,1.0,2025-05-15 14:21:10,2025-05-15 14:20:09,2025-05-15 14:21:10,,26,26380,A0,A001,Y,,N,,N,,N,2024,부산광역시
부산강서경찰서,JA260030,부산광역시 강서구 명지국제1로 305,부산강서경찰서 주차장,부산강서경찰서 주차장,24시간 이용가능,35.1167961,128.9068189,JA,이브이시스,이브이시스,1577-1556,4,50.0,단독,1,1,0.0,1.0,2025-05-14 02:07:10,2025-05-14 01:28:09,2025-05-14 02:07:10,,26,26440,A0,A001,Y,,N,,N,,N,2024,부산광역시
롯데백화점 동래점 옥외주차장,JA260031,부산광역시 동래구 중앙대로 1393,롯데백화점 동래점 옥외주차장,롯데백화점 동래점 옥외주차장,24시간 이용가능,35.2110582,129.076842,JA,이브이시스,이브이시스,1577-1556,4,"100.0,30.0","단독,동시",6,7,0.1428571428571429,1.0,2025-05-15 15:20:08,2025-05-15 14:28:11,2025-05-15 15:20:08,2025-05-15 14:14:08,26,26260,E0,E002,N,,N,,N,,N,2024,부산광역시
부산기장경찰서,JA260032,부산광역시 기장군 일광읍 기장대로 692,부산기장경찰서,옥외주차장,24시간 이용가능,35.2558549,129.2242965,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,3,3,0.0,1.0,2025-05-15 15:35:10,2025-05-15 12:20:10,2025-05-15 15:35:10,,26,26710,I0,I004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2024,부산광역시
부산대학교 부산캠퍼스,JA260033,부산광역시 금정구 부산대학로63번길 2,인덕관 옆 철골주차장,인덕관 옆 철골주차장,24시간 이용가능,35.2330428,129.0788797,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,7.0","단독,동시",2,3,0.33333333333333337,1.0,2025-05-15 10:49:17,2025-05-15 10:49:17,2025-05-14 12:20:10,2025-05-15 10:49:17,26,26410,G0,G004,N,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2024,부산광역시
렛츠런파크 부산경남 고객주차장,JA260034,부산광역시 강서구 가락대로 929,렛츠런파크 부산경남 고객주차장,렛츠런파크 부산경남 고객주차장,24시간 이용가능,35.1585655,128.8659377,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,50.0,7.0","단독,동시",88,88,0.0,1.0,2025-05-15 09:07:15,2025-05-15 07:56:10,2025-05-15 09:07:15,,26,26440,D0,D007,N,,N,,N,,N,2024,부산광역시
부산 해운대구 KNN방송국,JA260036,부산광역시 해운대구 센텀서로 30,지상 1층 주차장,지상 1층 주차장,24시간 이용가능,35.1725312,129.1281129,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,3,5,0.4,1.0,2025-05-15 15:21:15,2025-05-15 15:14:13,2025-05-15 15:21:15,2025-05-15 15:14:13,26,26350,G0,G004,N,,N,,N,,N,2024,부산광역시
부산 좋은삼선병원,JA260038,부산광역시 사상구 가야대로 326,부산광역시 사상구 가야대로 326 (주례동),,24시간 이용가능,35.1500532,129.0075735,JA,이브이시스,이브이시스,1577-1556,"2,4","50.0,7.0",단독,3,3,0.0,1.0,2025-05-15 11:28:19,2025-05-15 11:00:15,2025-05-15 11:28:19,,26,26530,I0,I001,N,,N,,N,,N,2025,부산광역시
롯데칠성음료 동대구영업소,JA270003,대구광역시 북구 노원로 69,롯데칠성음료 동대구영업소 지상 1층,롯데칠성음료 동대구영업소 지상 1층,24시간 이용가능,35.8946907,128.5690001,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,1,1,0.0,1.0,2025-05-15 07:42:00,2025-05-14 16:56:01,2025-05-15 07:42:00,,27,27230,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2022,대구광역시
롯데백화점 대구점 지상 4층,JA270006,대구광역시 중구 태평로 160,롯데백화점 대구점 지상 4층,롯데백화점 대구점 지상 4층,24시간 이용가능,35.8754831,128.5962573,JA,이브이시스,이브이시스,1577-1556,4,"100.0,30.0","단독,동시",9,9,0.0,1.0,2025-05-15 12:00:08,2025-05-15 10:35:08,2025-05-15 12:00:08,,27,27110,E0,E002,N,,N,,N,,N,2024,대구광역시
롯데백화점 대구점 지상 3층,JA270007,대구광역시 중구 태평로 160,롯데백화점 대구점 지상 3층,롯데백화점 대구점 지상 3층,24시간 이용가능,35.8754317,128.5962314,JA,이브이시스,이브이시스,1577-1556,4,30.0,단독,4,4,0.0,1.0,2025-05-15 13:14:07,2025-05-15 12:50:08,2025-05-15 13:14:07,,27,27110,E0,E002,N,,N,,N,,N,2024,대구광역시
롯데아울렛 이시아폴리스점 A주차장,JA270008,대구광역시 동구 팔공로49길 27,롯데아울렛 이시아폴리스점 A주차장,롯데아울렛 이시아폴리스점 A주차장,24시간 이용가능,35.9204947,128.6390768,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,30.0,7.0","단독,동시",21,23,0.08695652173913049,1.0,2025-05-15 15:49:17,2025-05-15 15:49:17,2025-05-14 22:20:08,2025-05-15 15:49:17,27,27140,E0,E002,N,,N,,N,,N,2024,대구광역시
롯데슈퍼 수성점,JA270009,대구광역시 수성구 수성로 227,롯데슈퍼 수성점,롯데슈퍼 수성점 옥외주차장,24시간 이용가능,35.8452214,128.6123853,JA,이브이시스,이브이시스,1577-1556,4,"100.0,50.0","단독,동시",2,3,0.33333333333333337,1.0,2025-05-15 14:50:09,2025-05-15 14:50:09,2025-05-15 14:07:18,2025-05-15 14:50:09,27,27260,E0,E001,N,,N,,N,,N,2024,대구광역시
대구가정법원,JA270010,대구광역시 달서구 장산남로 30,대구가정법원,야외주차장,24시간 이용가능,35.853641,128.5280508,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,11.0","단독,동시",0,4,1.0,1.0,2025-05-15 15:20:10,2025-05-15 15:20:10,2025-05-15 11:56:09,2025-05-15 15:20:10,27,27290,A0,A003,Y,,N,,N,,N,2024,대구광역시
대구영남대학교의료원,JA270011,대구광역시 남구 현충로 170,동관주차장 지상 3층,지상 3층,24시간 이용가능,35.8480279,128.5873917,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,30.0,7.0","단독,동시",34,37,0.08108108108108103,1.0,2025-05-15 14:07:20,2025-05-15 14:07:20,2025-05-15 13:56:11,2025-05-15 14:07:20,27,27200,I0,I001,N,,N,,N,,N,2024,대구광역시
대구한의대 한방병원,JA270012,대구광역시 동구 혁신대로 430,대구한의대 한방병원,,24시간 이용가능,35.8733644,128.7433729,JA,이브이시스,이브이시스,1577-1556,"2,4","50.0,7.0",단독,14,15,0.06666666666666665,1.0,2025-05-15 14:00:12,2025-05-15 14:00:12,2025-05-15 13:56:11,2025-05-15 14:00:12,27,27140,G0,G004,N,,N,,N,,N,2024,대구광역시
인천광역시의료원,JA280012,인천광역시 동구 방축로 217,인천광역시의료원 1층 야외주차장,인천광역시의료원 1층 야외주차장,24시간 이용가능,37.4781668,126.6686313,JA,이브이시스,이브이시스,1577-1556,6,50.0,단독,2,2,0.0,1.0,2025-05-15 10:35:01,2025-05-15 09:35:01,2025-05-15 10:35:01,,28,28140,I0,I001,N,,N,,N,,N,2023,인천광역시
송도씨워크인테라스한라,JA280015,인천광역시 연수구 센트럴로 313,송도씨워크인테라스한라,지하 1층 ,24시간 이용가능,37.4015425,126.631337,JA,이브이시스,이브이시스,1577-1556,"2,6","50.0,7.0",단독,7,15,0.5333333333333333,1.0,2025-05-15 15:49:02,2025-05-15 14:28:02,2025-05-15 15:49:02,2025-05-15 14:28:02,28,28185,G0,G004,N,,Y,관계자외 사용불가,N,,N,2023,인천광역시
베어즈베스트청라골프클럽 지상주차장,JA280017,인천광역시 서구 청라대로316번길 45,베어즈베스트청라골프클럽 지상주차장,지상 1층 본관 입구 기준 좌측 주차장,24시간 이용가능,37.5441732,126.6339824,JA,이브이시스,이브이시스,1577-1556,4,"100.0,25.0","단독,동시",3,3,0.0,1.0,2025-05-15 13:30:02,2025-05-15 12:49:02,2025-05-15 13:28:02,,28,28260,G0,G004,N,,N,,N,,N,2023,인천광역시
베어즈베스트청라골프클럽 지하주차장,JA280018,인천광역시 서구 청라대로316번길 45,베어즈베스트청라골프클럽 지하주차장,베어즈베스트청라골프클럽 지하주차장,24시간 이용가능,37.5448512,126.6340074,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,6,6,0.0,1.0,2025-05-12 14:14:02,2025-05-12 05:00:03,2025-05-12 14:14:02,,28,28260,G0,G004,N,,N,,N,,N,2023,인천광역시
베어즈베스트청라골프클럽 연습장주차장,JA280019,인천광역시 서구 청라대로316번길 45,베어즈베스트청라골프클럽 연습장주차장,베어즈베스트청라골프클럽 연습장주차장,24시간 이용가능,37.5492989,126.635867,JA,이브이시스,이브이시스,1577-1556,2,11.0,단독,3,3,0.0,1.0,2025-05-15 13:07:02,2025-05-15 11:28:02,2025-05-15 13:07:02,,28,28260,G0,G004,N,,N,,N,,N,2023,인천광역시
송도 더샵센트럴파크3차 판매시설,JA280023,인천광역시 연수구 인천타워대로180번길 11,더샵센트럴파크3차 판매시설 지하 1층,더샵센트럴파크3차 판매시설 지하 1층,24시간 이용가능,37.3897376,126.6388337,JA,이브이시스,이브이시스,1577-1556,"2,6","50.0,7.0",단독,2,2,0.0,1.0,2025-05-15 10:28:02,2025-05-15 09:14:02,2025-05-15 10:28:02,,28,28185,E0,E001,N,,N,,N,,N,2023,인천광역시
롯데웰푸드 북인천영업소,JA280025,인천광역시 부평구 청천마차로 200,롯데웰푸드 북인천영업소,롯데웰푸드 북인천영업소,24시간 이용가능,37.5234234,126.7130928,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,1,0.0,1.0,2025-05-15 08:28:06,2025-05-14 18:35:03,2025-05-15 08:28:06,,28,28237,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2023,인천광역시
롯데웰푸드 부천영업소,JA280026,경기도 부천시 옥산로 221,롯데웰푸드 부천영업소,롯데웰푸드 부천영업소,24시간 이용가능,37.5132769,126.7796314,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,2,2,0.0,1.0,2025-05-15 08:20:04,2025-05-14 17:35:03,2025-05-15 08:20:04,,41,41190,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2023,경기도
부평맑은내공원,JA280027,인천광역시 부평구 평천로 26-47,부평맑은공원,부평맑은공원,24시간 이용가능,37.520696,126.6926652,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,1,0.0,1.0,2025-05-15 15:49:06,2025-05-15 14:30:04,2025-05-15 15:49:06,,28,28237,D0,D001,N,,N,,N,,N,2023,인천광역시
인천 송도 셀트리온 연구센터,JA280028,인천광역시 연수구 아카데미로51번길 20,셀트리온 연구센터,셀트리온 연구센터,24시간 이용가능,37.3749317,126.637389,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,7.0","단독,동시",11,11,0.0,1.0,2025-04-29 08:52:35,2024-08-14 08:56:06,2024-10-31 10:07:06,,28,28185,G0,G004,N,,Y,업무용차량 출입 제한,N,,N,2023,인천광역시
롯데알미늄 인천공장,JA280029,인천광역시 미추홀구 염전로333번길 8,롯데알미늄 인천공장 지상 1층,롯데알미늄 인천공장 지상 1층,24시간 이용가능,37.4721598,126.6794029,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,2,2,0.0,1.0,2025-05-13 07:56:05,2025-05-09 15:20:04,2025-05-13 07:56:05,,28,28177,G0,G004,Y,,Y,직원 및 업무용차량 출입 제한,N,,N,2023,인천광역시
인천광역시의료원 3주차장,JA280031,인천광역시 동구 방축로 217,인천광역시의료원 3주차장,인천광역시의료원 3주차장 지상 1층,24시간 이용가능,37.4783994,126.668048,JA,이브이시스,이브이시스,1577-1556,6,50.0,단독,7,7,0.0,1.0,2025-05-15 15:40:01,2025-05-15 15:14:01,2025-05-15 15:40:01,,28,28140,I0,I001,N,,N,,N,,N,2023,인천광역시
인천 부영송도타워 지하3층,JA280032,인천광역시 연수구 인천타워대로 241,부영송도타워 지하3층,부영송도타워 지하3층,24시간 이용가능,37.3923875,126.6340103,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,9,11,0.18181818181818177,1.0,2025-05-15 13:35:07,2025-05-15 13:35:07,2025-05-15 11:35:07,2025-05-15 13:35:07,28,28185,G0,G004,N,,N,,N,,N,2023,인천광역시
인천 부영송도타워 지하4층,JA280033,인천광역시 연수구 인천타워대로 241,부영송도타워 지하4층,부영송도타워 지하4층,24시간 이용가능,37.3924707,126.6339647,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,8,11,0.2727272727272727,1.0,2025-05-15 13:07:14,2025-05-15 13:07:14,2025-05-15 11:35:07,2025-05-15 13:07:14,28,28185,G0,G004,N,,N,,N,,N,2023,인천광역시
인천 남동구 마크원 지상 1층,JA280034,인천광역시 남동구 호구포로 194,마크원 지상 1층,마크원 지상 1층,24시간 이용가능,37.3998159,126.7083723,JA,이브이시스,이브이시스,1577-1556,"2,6","50.0,7.0",단독,2,2,0.0,1.0,2025-05-15 12:40:16,2025-05-15 12:00:08,2025-05-15 12:40:16,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 마크원 지상 4층,JA280035,인천광역시 남동구 호구포로 194,마크원 지상 4층,마크원 지상 4층,24시간 이용가능,37.3997506,126.7083782,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,2,0.5,1.0,2025-05-15 09:56:07,2025-05-15 09:56:07,2025-05-14 20:49:10,2025-05-15 09:56:07,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
홈플러스 인천논현점,JA280038,인천광역시 남동구 청능대로 596,홈플러스 인천논현점,홈플러스 인천논현점 지하 3층,24시간 이용가능,37.4008945,126.726111,JA,이브이시스,이브이시스,1577-1556,4,"100.0,30.0","단독,동시",13,13,0.0,1.0,2025-05-15 11:28:13,2025-05-15 10:50:09,2025-05-15 11:28:13,,28,28200,E0,E001,N,,N,,N,,N,2024,인천광역시
연수2차 한양아파트상가A동,JA280039,인천광역시 연수구 앵고개로 266,연수2차 한양아파트상가A동 지상 1층,연수2차 한양아파트상가A동 지상 1층,24시간 이용가능,37.4064855,126.672186,JA,이브이시스,이브이시스,1577-1556,4,30.0,단독,1,3,0.6666666666666667,1.0,2025-05-15 15:35:08,2025-05-15 15:35:08,2025-05-15 15:30:08,2025-05-15 15:35:08,28,28185,G0,G004,N,,N,,N,,N,2024,인천광역시
베스트웨스턴 인천공항호텔,JA280040,인천광역시 중구 공항로424번길 48-27,베스트웨스턴 인천공항호텔 지상1층,베스트웨스턴 인천공항호텔 지상1층,24시간 이용가능,37.4381626,126.4598393,JA,이브이시스,이브이시스,1577-1556,4,30.0,단독,2,2,0.0,1.0,2025-05-14 22:35:08,2025-05-14 21:14:08,2025-05-14 22:35:08,,28,28110,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 삼화복합빌딩,JA280041,인천광역시 미추홀구 독배로 443,삼화복합빌딩 지하 4층,삼화복합빌딩 지하 4층,24시간 이용가능,37.4586997,126.6480728,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,2,3,0.33333333333333337,0.6666666666666666,2025-05-15 13:07:17,2025-05-15 09:07:13,2025-05-15 13:07:17,,28,28177,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 에이스 빌딩,JA280042,인천광역시 미추홀구 경인로 434,인천 에이스 빌딩 지하1층,인천 에이스 빌딩 지하1층,24시간 이용가능,37.4576814,126.6881084,JA,이브이시스,이브이시스,1577-1556,4,50.0,단독,0,1,1.0,1.0,2025-05-15 15:35:09,2025-05-15 15:35:09,2025-05-15 15:30:09,2025-05-15 15:35:09,28,28177,G0,G004,N,,N,,N,,N,2024,인천광역시
부평민자역사,JA280047,인천광역시 부평구 광장로 16,부평민자역사 지상 1층,부평민자역사 지상 1층,24시간 이용가능,37.4902506,126.7224749,JA,이브이시스,이브이시스,1577-1556,4,30.0,단독,4,4,0.0,1.0,2025-05-13 18:42:09,2025-05-13 08:42:09,2025-05-13 18:42:09,,28,28237,B0,B004,N,,N,,N,,N,2024,인천광역시
인천 송도 셀트리온 사무동,JA280050,인천광역시 연수구 아카데미로51번길 19,지상 1층,지상 1층,24시간 이용가능,37.3719956,126.6407505,JA,이브이시스,이브이시스,1577-1556,2,7.0,동시,0,3,1.0,1.0,2025-05-15 11:56:10,2025-05-15 11:56:10,2025-05-15 08:07:16,2025-05-15 11:56:10,28,28185,G0,G004,Y,,N,,N,,N,2024,인천광역시
인천 중구 왕산마리나,JA280052,인천광역시 중구 왕산마리나길 143,왕산마리나,지상 주차장,24시간 이용가능,37.4579235,126.3571443,JA,이브이시스,이브이시스,1577-1556,"2,4","50.0,7.0",단독,2,3,0.33333333333333337,1.0,2025-05-15 11:14:11,2025-05-15 11:14:11,2025-05-15 10:14:11,2025-05-15 11:14:11,28,28110,A0,A003,N,,N,,N,,N,2024,인천광역시
인천 남동구 소래 제5공영주차장,JA280054,인천광역시 남동구 논현동 66-99,인천광역시 남동구 논현동 66-99,,24시간 이용가능,37.4014087,126.7393317,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,3,3,0.0,1.0,2025-05-15 05:40:17,2025-05-14 19:49:13,2025-05-15 05:40:17,,28,28200,B0,B001,N,,N,,N,,N,2024,인천광역시
인천 남동구 돌산마루1호 공영주차장,JA280055,인천광역시 남동구 간석동 940-1,인천광역시 남동구 간석동 940-1,,24시간 이용가능,37.4646319,126.7182195,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,2,2,0.0,1.0,2025-05-15 15:07:19,2025-05-15 11:49:17,2025-05-15 15:07:19,,28,28200,B0,B001,N,,N,,N,,N,2024,인천광역시
인천 남동구 독점 공영주차장,JA280056,인천광역시 남동구 구월동 1210-16,인천광역시 남동구 구월동 1210-16,,24시간 이용가능,37.4506899,126.7122039,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,1,0.0,1.0,2025-05-13 10:07:12,2025-05-12 20:10:11,2025-05-13 10:07:12,,28,28200,B0,B001,N,,N,,N,,N,2024,인천광역시
인천 남동구 서창3호 공영주차장,JA280057,인천광역시 남동구 서창동 575-1,인천광역시 남동구 서창동 575-1,,24시간 이용가능,37.4329014,126.7518349,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,1,0.0,1.0,2025-05-15 06:35:12,2025-05-14 22:28:13,2025-05-15 06:35:12,,28,28200,B0,B001,N,,N,,N,,N,2024,인천광역시
인천 남동구 약산 제1호 공영주차장,JA280058,인천광역시 남동구 간석동 86-2,인천광역시 남동구 간석동 86-2,,24시간 이용가능,37.4678835,126.7122624,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,1,0.0,1.0,2025-05-15 07:28:15,2025-05-14 19:20:11,2025-05-15 07:28:15,,28,28200,B0,B001,N,,N,,N,,N,2025,인천광역시
인천 중구 서해5도 특별경비단,JA280059,인천광역시 중구 축항대로 10,서해5도 특별경비단,,24시간 이용가능,37.4614377,126.6009544,JA,이브이시스,이브이시스,1577-1556,2,14.0,동시,4,4,0.0,1.0,2025-05-15 15:00:12,2025-05-15 13:20:11,2025-05-15 15:00:12,,28,28110,G0,G004,Y,,N,,N,,N,2024,인천광역시
인천 송도 셀트리온 제3공장,JA280060,인천광역시 연수구 아카데미로51번길 20,셀트리온 제3공장,,24시간 이용가능,37.3729123,126.6388263,JA,이브이시스,이브이시스,1577-1556,"2,4","100.0,7.0","단독,동시",3,5,0.4,1.0,2025-05-15 13:07:21,2025-05-15 13:07:21,2025-05-15 11:56:11,2025-05-15 13:07:21,28,28185,G0,G004,N,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,,N,2024,인천광역시
인천 남동구 소래논현주1 공영주차장,JA280061,인천광역시 남동구 아암대로1503번길 51,소래논현주1 공영주차장,,24시간 이용가능,37.392423,126.72778,JA,이브이시스,이브이시스,1577-1556,4,50.0,단독,1,1,0.0,1.0,2025-05-14 22:56:12,2025-05-14 22:14:12,2025-05-14 22:56:12,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 서창5호 공영주차장,JA280062,인천광역시 남동구 서창동 567-4,서창5호 공영주차장,,24시간 이용가능,37.434272,126.7512852,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,1,2,0.5,1.0,2025-05-15 15:42:12,2025-05-15 15:42:12,2025-05-15 08:40:17,2025-05-15 15:42:12,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
인천 남동구 남동공단2호 공영주차장,JA280063,인천광역시 남동구 남촌동644,남동공단2호 공영주차장,,24시간 이용가능,37.4164219,126.7121205,JA,이브이시스,이브이시스,1577-1556,2,7.0,단독,3,3,0.0,1.0,2025-04-30 00:07:18,2025-04-29 11:07:14,2025-04-30 00:07:18,,28,28200,G0,G004,N,,N,,N,,N,2024,인천광역시
