statNm,statId,addr,addrDetail,location,useTime,lat,lng,busiId,bnm,busiNm,busiCall,chgerType,output,method,available_chargers,num_chargers,congestion_ratio,working_ratio,statUpdDt,lastTsdt,lastTedt,nowTsdt,zcode,zscode,kind,kindDetail,parkingFree,note,limitYn,limitDetail,delYn,delDetail,trafficYn,year,regionName,distance_km,is_free_parking,has_convenience,is_fast,avg_cost,inv_cost,is_free_parking_score,working_ratio_score,congestion_ratio_score,inv_cost_score,has_convenience_score,is_fast_score,distance_km_score,total_score
안성 공도 시외버스터미널,HE240129,경기도 안성시 공도읍 공도로 51-7,,<지상> 1층 로컬푸드 전용주차장,24시간 이용가능,36.998672203,127.16611851,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,4,105.0,동시,1,2,0.5,1.0,2025-05-15 15:50:00,2025-05-14 12:21:02,2025-05-14 13:01:31,2025-05-15 15:50:00,41,41550,G0,G004,Y,,N,,N,,Y,2024,경기도,1.1698952419759672,1,1,0,300,0.0033333333222222,0.5,1.0,0.4,0.0026666666577777,0.4,0.0,-1.7548428629639508,0.547823803693827
자자호텔,ST488203,경상남도 고성군 영오면 오서1길 95,,자자호텔 옥외주차장,24시간 이용가능,35.086404,128.190411,ST,SK일렉링크,SK일렉링크,1566-1704,2,7.0,단독,2,2,0.0,1.0,2025-05-01 15:46:08,2025-05-01 15:15:45,2025-05-01 15:43:22,,48,48820,E0,E003,Y,,N,,N,,N,2019,경상남도,0.7477002896218665,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.1215504344327998,1.181116232224978
금곡면사무소,ME20C222,경상남도 진주시 금곡면 월아산로 140,,,24시간 이용가능,35.0941845,128.1880206,ME,환경부,환경부,1661-9408,4,200.0,동시,2,2,0.0,1.0,2025-05-15 15:57:05,2025-05-15 13:56:35,2025-05-15 14:25:56,,48,48170,A0,A001,Y,,N,,N,,N,2021,경상남도,0.762791838718629,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.1441877580779436,1.1584789085798342
영현면사무소 주차장,ME20C109,경상남도 고성군 영현면 침점리 356-2,,,24시간 이용가능,35.0541445,128.2057497,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 15:52:12,2025-05-14 16:30:27,2025-05-14 16:56:43,,48,48820,A0,A001,Y,,N,,N,,N,2021,경상남도,4.389622966587514,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-6.584434449881272,-4.2817677832234935
고성 영오면주민센터,HY000604,경상남도 고성군 영오면 영산1길 7,옥외주차장,옥외주차장,24시간 이용가능,35.1078321,128.2376537,HY,현대엔지니어링,현대엔지니어링,1833-3777,4,100.0,동시,1,2,0.5,1.0,2025-05-15 15:52:12,2025-05-15 15:51:50,2025-05-15 15:51:50,2025-05-15 15:51:50,48,48820,A0,A002,N,,N,,N,,N,2023,경상남도,5.422326720620553,0,0,0,300,0.0033333333222222,0.0,1.0,0.4,0.0026666666577777,0.0,0.0,-8.13349008093083,-6.730823414273052
정동면행정복지센터,HE240267,경상남도 사천시 정동면 상정대로 2540-39,,,24시간 이용가능,35.05591089,128.12380175,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,2,7.0,단독,1,1,0.0,1.0,2025-05-11 11:50:02,2025-05-10 14:48:10,2025-05-10 19:40:01,,48,48240,A0,A002,Y,,N,,N,,N,2025,경상남도,6.495814456282095,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-9.743721684423145,-7.441055017765365
부남면 행정복지센터,ME19Y261,전북특별자치도 무주군 부남면 대소길 3,,,24시간 이용가능,35.97371,127.559052,ME,환경부,환경부,1661-9408,4,100.0,단독,2,2,0.0,1.0,2025-05-15 15:57:53,2025-05-14 15:09:02,2025-05-14 15:50:13,,52,52730,A0,A002,Y,,N,,N,,N,2020,전북특별자치도,4.507280827848834,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-6.76092124177325,-4.458254575115472
(급속)무주 진강원식당 뒤 공영주차장,WB510080,전북특별자치도 무주군 무주읍 주계로 79,공영주차장,,24시간 이용가능,36.0063096,127.6588522,WB,이브이루씨,(주)이브이루씨,1833-2909,4,100.0,단독,2,2,0.0,1.0,2025-05-15 13:05:01,2025-05-15 12:02:32,2025-05-15 12:46:21,,52,52730,B0,B001,Y,,N,,N,,N,2024,전북특별자치도,6.6201751737553,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-9.93026276063295,-7.627596093975171
무주소방서,NT101082,전북특별자치도 무주군 무주읍 당산강변로 126,,지상주차장(본청 뒤 주차면),24시간 이용가능,36.0028175,127.6551518,NT,한국전자금융,한국전자금융,1533-2522,"4,6","100.0,50.0","단독,동시",2,2,0.0,1.0,2025-05-15 13:37:50,2025-05-15 13:15:50,2025-05-15 13:37:50,,52,52730,A0,A001,N,,N,,N,,N,2023,전북특별자치도,6.312840202604407,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-9.46926030390661,-7.666593637248832
무주교육지원청,HE240137,전북특별자치도 무주군 무주읍 단천로5길 22,,,24시간 이용가능,36.0097639,127.6611801,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,2,7.0,단독,1,1,0.0,1.0,2025-05-15 12:50:01,2025-05-14 20:34:59,2025-05-14 21:57:34,,52,52730,A0,A003,Y,,N,,N,,N,2024,전북특별자치도,6.828044900254957,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-10.242067350382436,-7.939400683724656
무주군청 차쉼터,ME22D225,전북특별자치도 무주군 무주읍 읍내리 232-3,전라북도 무주군 무주읍 읍내리 232-3,,24시간 이용가능,36.0069171,127.6614271,ME,환경부,환경부,1661-9408,4,100.0,단독,2,2,0.0,1.0,2025-05-15 15:55:54,2025-05-14 17:23:26,2025-05-14 17:49:46,,52,52730,B0,B001,Y,,N,,N,,N,2022,전북특별자치도,6.849860979854433,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-10.274791469781649,-7.9721248031238705
금산 인삼골 오토캠핑장,ME19E172,충청남도 금산군 제원면 용화리 215,충청남도 보령시 성주면 성주리 229-5,,24시간 이용가능,36.089127,127.587709,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 16:13:24,2025-05-11 09:34:17,2025-05-11 10:12:31,,44,44710,D0,D007,Y,,N,,N,,N,2019,충청남도,5.09527022422365,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-7.642905336335474,-5.340238669677696
국민여가캠핑장,ME24B194,충청남도 금산군 제원면 닥실길 16,,,24시간 이용가능,36.105298,127.568886,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 16:13:35,2025-05-05 11:01:32,2025-05-05 11:41:32,,44,44710,A0,A004,Y,,N,,N,,N,2024,충청남도,6.195810269216339,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-9.293715403824509,-6.9910487371667305
엑스포주차장 2충전소,ME24A405,충청남도 금산군 금산읍 신대리 355,,,24시간 이용가능,36.0981987,127.5036812,ME,환경부,환경부,1661-9408,4,200.0,동시,4,4,0.0,1.0,2025-05-15 16:16:05,2025-05-15 12:22:13,2025-05-15 12:35:14,,44,44710,B0,B001,Y,,N,,N,,N,2024,충청남도,7.192862080589302,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-10.789293120883954,-8.486626454226176
금산세계인삼엑스포,ME19C204,충청남도 금산군 금산읍 신대리 355,,,24시간 이용가능,36.097873,127.503598,ME,환경부,환경부,1661-9408,4,100.0,단독,1,2,0.5,1.0,2025-05-15 16:15:35,2025-05-14 16:35:00,2025-05-14 16:41:57,2025-05-15 16:14:12,44,44710,A0,A004,Y,,N,,N,,N,2019,충청남도,7.171166972787742,1,0,0,300,0.0033333333222222,0.5,1.0,0.4,0.0026666666577777,0.0,0.0,-10.756750459181614,-8.854083792523836
금산경찰서,ME22C292,충청남도 금산군 금산읍 인삼로 201,,,24시간 이용가능,36.1029139,127.5041077,ME,환경부,환경부,1661-9408,4,100.0,단독,2,2,0.0,1.0,2025-05-15 16:03:26,2025-05-15 09:48:19,2025-05-15 10:28:25,,44,44710,I0,I004,Y,,N,,N,,N,2022,충청남도,7.564500278708822,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-11.346750418063234,-9.044083751405456
홍화원휴게소,KP005092,경상남도 산청군 신안면 둔철산로 39,,,24시간 이용가능,35.3494,127.9352,KP,한국전력공사,한국전력,1899-2100,4,100.0,단독,1,1,0.0,1.0,2025-05-13 13:05:05,2025-05-13 12:35:31,2025-05-13 13:03:45,,48,48860,C0,C002,Y,,N,,N,,N,2022,경상남도,0.4470039262216854,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.6705058893325282,1.6321607773252496
홍화원휴게소 (급),EC480298,경상남도 산청군 신안면 둔철산로 39,,,24시간 이용가능,35.349355881,127.93493757,EC,이지차저,이지차저,1544-3332,4,100.0,동시,2,2,0.0,1.0,2025-05-15 14:26:30,2025-05-15 13:34:28,2025-05-15 14:24:39,,48,48860,C0,C003,N,,N,,N,,N,2024,경상남도,0.4230895696003225,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-0.6346343544004839,1.168032312257294
워터 산청휴게소 대전방향,BE241242,경남 산청군 단성면 방목리 산68-12,,로컬푸드행복장터 좌측,24시간 이용가능,35.332997,127.937348,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,10,200.0,단독,2,2,0.0,1.0,2025-05-15 15:49:58,2025-05-15 15:49:58,2025-05-15 15:49:58,,48,48860,C0,C001,Y,,N,,N,,Y,2024,경상남도,1.7680630110620257,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-2.6520945165930385,0.0505721500647391
워터 산청휴게소 통영방향,BE241243,경상남도 산청군 단성면 통영대전고속도로 76,,휴게소 진입로 ,24시간 이용가능,35.332372,127.938946,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"10,4","200.0,350.0",단독,4,4,0.0,1.0,2025-05-15 15:57:18,2025-05-15 15:36:05,2025-05-15 15:38:29,,48,48860,C0,C001,Y,,N,,N,,Y,2024,경상남도,1.8866631956105315,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-2.829994793415797,-0.1273281267580195
산청휴게소(통영방향),KP005373,경상남도 산청군 단성면 통영대전고속도로 77,,,24시간 이용가능,35.333,127.9373,KP,한국전력공사,한국전력,1899-2100,4,100.0,단독,3,3,0.0,1.0,2025-05-15 14:50:32,2025-05-15 14:35:52,2025-05-15 14:49:31,,48,48860,C0,C001,Y,,N,,N,,N,2022,경상남도,1.7662511223118236,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.6493766834677355,-0.3467100168099577
고성공룡나라휴게소 (통영),ST488204,경상남도 고성군 대가면 통영대전고속도로 29,,주차장,24시간 이용가능,35.0519739,128.2634884,ST,SK일렉링크,SK일렉링크,1566-1704,4,"200.0,350.0",단독,3,3,0.0,1.0,2025-05-15 15:32:31,2025-05-15 14:19:17,2025-05-15 14:59:00,,48,48820,C0,C001,Y,,N,,N,,Y,2023,경상남도,1.6725207441831418,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-2.5087811162747125,0.1938855503830652
워터 고성공룡나라휴게소 통영방향,BE241239,경상남도 고성군 대가면 통영대전고속도로 29,,주유소 우측,24시간 이용가능,35.051847,128.263186,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"10,4","200.0,350.0",단독,5,5,0.0,1.0,2025-05-15 13:09:01,2025-05-15 12:44:18,2025-05-15 13:09:01,,48,48820,C0,C001,Y,,N,,N,,Y,2024,경상남도,1.6885090694446252,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-2.532763604166938,0.1699030624908397
고성공룡나라(통영) 휴게소,ME178048,경상남도 고성군 대가면 통영대전고속도로 29 (송계리),,,24시간 이용가능,35.0515247,128.2640664,ME,환경부,환경부,1661-9408,6,50.0,단독,1,1,0.0,1.0,2025-05-15 15:55:16,2025-05-14 10:40:07,2025-05-14 10:41:39,,48,48820,C0,C001,Y,,N,,N,,N,2017,경상남도,1.6014484316535489,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.402172647480323,-0.0995059808225451
워터 고성공룡나라휴게소 대전방향,BE241238,경상남도 고성군 대가면 통영대전고속도로 32,,휴게소 진입로 ,24시간 이용가능,35.055977,128.253486,BE,브라이트에너지파트너스,브라이트에너지파트너스,1600-8025,"10,4","200.0,350.0",단독,6,6,0.0,1.0,2025-05-15 15:39:18,2025-05-15 15:30:24,2025-05-15 15:39:18,,48,48820,C0,C001,Y,,N,,N,,Y,2024,경상남도,2.6823642598482103,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-4.023546389772315,-1.3208797231145375
고성공룡나라휴게소 (대전),ST488205,경상남도 고성군 대가면 통영대전고속도로 32,,주차장,24시간 이용가능,35.0560099,128.2523501,ST,SK일렉링크,SK일렉링크,1566-1704,4,"200.0,350.0",단독,2,2,0.0,1.0,2025-05-15 12:57:23,2025-05-15 12:43:25,2025-05-15 12:57:23,,48,48820,C0,C001,Y,,N,,N,,Y,2023,경상남도,2.7742652732630604,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-4.161397909894591,-1.4587312432368131
겁내골휴게소(산청),PC000584,경상남도 산청군 단성면 묵곡리 241-3,,지상 주차장,24시간 이용가능,35.278602,127.9673687,PC,파킹클라우드,파킹클라우드,1533-5783,4,50.0,단독,1,1,0.0,1.0,2025-05-14 13:40:07,2025-05-14 10:40:05,2025-05-14 11:55:12,,48,48860,C0,C002,Y,,N,,N,,N,2024,경상남도,1.4116483727366576,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.1174725591049866,0.1851941075527912
묵곡생태공원,KP005669,경상남도 산청군 단성면 묵곡리 942-1,,,24시간 이용가능,35.2800403,127.9655985,KP,한국전력,한국전력,1899-2100,4,100.0,단독,1,1,0.0,1.0,2025-05-12 14:34:06,2025-05-12 14:07:27,2025-05-12 14:33:15,,48,48860,A0,A003,N,,N,,N,,N,2024,경상남도,1.6317476788755885,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-2.4476215183133827,-0.644954851655605
묵곡생태공원 (급),EC480254,경상남도 산청군 단성면 묵곡리 938,,,24시간 이용가능,35.2800107,127.9653536,EC,이지차저,이지차저,1544-3332,4,100.0,동시,2,2,0.0,1.0,2025-05-14 16:28:29,2025-05-14 15:21:53,2025-05-14 16:26:15,,48,48860,D0,D001,N,,N,,N,,N,2024,경상남도,1.640955833204513,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-2.4614337498067695,-0.6587670831489918
묵곡생태공원,EC480130,경상남도 산청군 단성면 묵곡리 938,,,24시간 이용가능,35.2801602,127.9652482,EC,이지차저,이지차저,1544-3332,2,7.0,단독,1,1,0.0,1.0,2025-05-02 17:28:29,2025-05-02 13:17:08,2025-05-02 15:41:57,,48,48860,D0,D001,N,,N,,N,,N,2024,경상남도,1.6601092514194822,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-2.4901638771292234,-0.6874972104714456
목화시배지,EC480127,경상남도 산청군 단성면 목화로 887,,,24시간 이용가능,35.2904421,127.9583098,EC,이지차저,이지차저,1544-3332,2,7.0,단독,2,2,0.0,1.0,2025-05-06 11:14:27,2025-05-06 10:54:10,2025-05-06 11:12:19,,48,48860,A0,A004,Y,,N,,N,,N,2024,경상남도,2.963523824871851,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.445285737307777,-2.142619070649999
판교노인종합복지관,BT000104,경기도 성남시 분당구 판교역로 99,,,24시간 이용가능,37.390561434,127.10851528,BT,보타리에너지,보타리에너지,1588-5339,4,100.0,단독,1,1,0.0,1.0,2025-05-14 20:25:01,2025-05-14 20:10:04,2025-05-14 20:16:59,,41,41130,A0,A001,Y,,N,,N,,N,2023,경기도,0.6022521120985936,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.9033781681478904,1.3992884985098872
판교제2공영주차장,ME22D207,경기도 성남시 분당구 서판교로32번길 3-12,경기도 성남시 분당구 서판교로32번길 3-12,,24시간 이용가능,37.39039,127.0985244,ME,환경부,환경부,1661-9408,4,100.0,단독,2,2,0.0,1.0,2025-05-15 16:04:21,2025-05-15 10:43:57,2025-05-15 10:56:30,,41,41130,B0,B001,N,,N,,N,,N,2022,경기도,0.3821767795816564,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-0.5732651693724847,1.2294014972852931
카페거리공영주차장,PIH00882,경기도 성남시 분당구 판교역로2번길 23,,,24시간 이용가능,37.385449221,127.11198305,PI,GS차지비,GS차지비,1544-4279,2,7.0,단독,2,2,0.0,1.0,2025-05-15 15:50:55,2025-05-15 11:16:54,2025-05-15 11:16:54,,41,41130,B0,B001,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,N,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,N,,N,2022,경기도,0.9322162564741926,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-1.398324384711289,0.9043422819464888
더블트리 바이 힐튼호텔 판교,ST411359,경기도 성남시 분당구 백현로 26,더블트리 바이 힐튼호텔 판교,지상주차장,24시간 이용가능,37.3803232,127.1043356,ST,SK일렉링크,SK일렉링크,1566-1704,"2,4","100.0,7.0",단독,8,8,0.0,1.0,2025-05-15 15:15:39,2025-05-15 14:13:41,2025-05-15 15:15:39,,41,41130,E0,E003,N,,N,,N,,Y,2023,경기도,0.9349943775934778,0,1,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.4,0.0,-1.4024915663902169,0.800175100267561
판교역 공영주차장,HE230018,경기도 성남시 분당구 판교역로146번길 8,지상1층,지상1층 주차장,24시간 이용가능,37.39362275,127.1107456,HE,한국전기차충전서비스,한국전기차충전서비스,1522-1782,4,200.0,동시,6,6,0.0,1.0,2025-05-15 12:24:05,2025-05-15 11:59:04,2025-05-15 12:23:29,,41,41130,B0,B001,N,,N,,N,,Y,2023,경기도,0.9432230609953948,0,1,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.4,0.0,-1.4148345914930922,0.7878320751646855
안서 제1공영주차장,ME20C2b3,충청남도 천안시 동남구 안서동 526-39,,,24시간 이용가능,36.8380801,127.173561,ME,환경부,환경부,1661-9408,4,200.0,동시,2,2,0.0,1.0,2025-05-15 16:15:23,2025-05-15 15:17:01,2025-05-15 15:44:50,,44,44130,B0,B001,Y,,N,,N,,N,2020,충청남도,0.3949272598586382,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.5923908897879574,1.7102757768698202
도솔공원,ME19C157,충청남도 천안시 동남구 신부동 132-8,,,24시간 이용가능,36.825001,127.159452,ME,환경부,환경부,1661-9408,4,100.0,동시,2,2,0.0,1.0,2025-05-15 16:12:32,2025-05-15 07:21:02,2025-05-15 08:02:57,,44,44130,D0,D001,Y,,N,,N,,N,2019,충청남도,1.7011680772482345,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.5517521158723513,-0.2490854492145735
두정역 제1공영주차장,ME20C2b0,충청남도 천안시 서북구 두정동 91-1,,,24시간 이용가능,36.8319261,127.150577,ME,환경부,환경부,1661-9408,4,200.0,동시,2,2,0.0,1.0,2025-05-15 16:13:43,2025-05-15 15:06:38,2025-05-15 15:25:04,,44,44130,B0,B001,N,,N,,N,,N,2020,충청남도,2.1363532216582284,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-3.2045298324873426,-1.4018631658295648
충남 천안 신당고등학교,BNBN0198,"충남 천안시 서북구 신당새터2길 36 (신당동, 천안신당고등학교)",,,24시간 이용가능,36.8514689,127.1594994,BN,블루네트웍스,블루네트웍스,1833-9131,2,7.0,단독,4,4,0.0,1.0,2025-05-15 10:06:01,2025-05-15 00:45:18,2025-05-15 10:04:31,,44,44130,G0,G004,N,시설 상황에 따라 사용 제한 될 수 있음,N,,N,,N,2022,충청남도,2.295886835908378,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-3.4438302538625667,-1.641163587204789
천안개방교도소 민원인주차장,ME21C230,충청남도 천안시 서북구 신당새터1길 1,,,24시간 이용가능,36.8568484,127.1604881,ME,환경부,환경부,1661-9408,4,200.0,동시,2,2,0.0,1.0,2025-05-15 16:15:18,2025-05-15 15:02:16,2025-05-15 15:29:31,,44,44130,A0,A003,Y,,N,,N,,N,2021,충청남도,2.7658657167861067,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.1487985751791605,-1.8461319085213828
남청주농협 주유소,NH430002,충청북도 청주시 서원구 남이면 청남로 1234,,,24시간 이용가능,36.5605536,127.435845,NH,농협경제지주 신재생에너지센터,농협경제지주 신재생에너지센터,1551-5179,4,"200.0,350.0",단독,2,2,0.0,1.0,2025-05-15 11:20:00,2025-05-15 09:49:00,2025-05-15 11:20:00,,43,43110,E0,E007,Y,,N,,N,,N,2022,충청북도,0.3687736984238909,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.5531605476358363,1.7495061190219414
청주시 남이면사무소,PI000322,충청북도 청주시 서원구 남이면 척산길 7,,,24시간 이용가능,36.5604624783,127.4340536767,PI,GS차지비,GS차지비,1600-4047,2,7.0,,1,1,0.0,1.0,2025-05-14 23:35:50,2025-05-14 23:29:25,2025-05-14 23:29:25,,43,43110,,,,,N,,N,,N,2017,충청북도,0.2411906044683649,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-0.3617859067025473,1.4408807599552305
청주척산만남의광장급속(ENH),EH213095,충청북도 청주시 서원구 남이면 청남로 1334,,지상주차장,24시간 이용가능,36.5617448,127.4471962,EH,이앤에이치에너지,이앤에이치에너지,043-260-1123,4,50.0,단독,1,1,0.0,1.0,2025-05-15 12:13:45,2025-05-14 01:05:51,2025-05-14 01:05:20,,43,43110,C0,C002,Y,,N,,N,,N,2022,충청북도,1.3654448336104608,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-2.048167250415691,0.2544994162420866
영동 양수발전소,ER430164,충청북도 청주시 서원구 남이면 산막신촌길 59,,지상주차장,24시간 이용가능,36.549822844,127.40125758,ER,이엘일렉트릭,이엘일렉트릭,1600-0274,"2,4","50.0,7.0",단독,6,6,0.0,1.0,2025-05-13 17:24:20,2025-05-13 17:23:09,2025-05-13 14:06:20,,43,43110,G0,G004,Y,,N,,N,,Y,2024,충청북도,2.9512155932864497,1,1,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.4,0.0,-4.426823389929675,-1.7241567232718973
청주시 느티나무펜션,PI430321,충청북도 청주시 서원구 남이면 산막신촌길 24,주차장,주차장,24시간 이용가능,36.551189679,127.40238703,PI,GS차지비,GS차지비,1600-4047,2,7.0,단독,1,1,0.0,1.0,2025-05-08 00:59:52,2025-03-12 08:49:56,2025-03-12 08:49:56,,43,43110,E0,E003,Y,,N,,N,,N,2023,충청북도,2.807094069378016,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-4.210641104067024,-1.9079744374092464
한선파라디움아파트,KL002652,경상남도 통영시 광도면 죽림1로 41-23,,지하4층 출입구 옆 04기둥 쪽,24시간 이용가능,34.87854,128.41674,KL,클린일렉스,클린일렉스,1811-1350,2,"14.0,7.0",단독,5,5,0.0,1.0,2025-05-15 03:24:04,2025-05-15 00:12:39,2025-05-15 03:18:12,,48,48220,G0,G004,Y,,N,,N,,N,2023,경상남도,0.3323640961955661,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.4985461442933492,1.8041205223644283
택시쉼터 주차장(통영),ST482210,경상남도 통영시 광도면 남해안대로 923,,실외주차장,24시간 이용가능,34.87577511,128.41357451,ST,SK일렉링크,SK일렉링크,1566-1704,4,200.0,동시,2,2,0.0,1.0,2025-05-15 15:13:36,2025-05-15 13:52:03,2025-05-15 15:13:36,,48,48220,C0,C003,N,,N,,N,,N,2023,경상남도,0.1405685999237063,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-0.2108528998855595,1.5918137667722183
국민연금공단 통영지사,ME20C236,경상남도 통영시 광도면 신죽3길 16,,,24시간 이용가능,34.8739506,128.4179382,ME,환경부,환경부,1661-9408,4,100.0,단독,2,2,0.0,1.0,2025-05-15 15:55:16,2025-05-15 11:16:07,2025-05-15 11:54:19,,48,48220,A0,A003,Y,,N,,N,,N,2021,경상남도,0.5247440143864963,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.7871160215797445,1.5155506450780334
통영해양경찰서,HM810001,경상남도 통영시 광도면 죽림2로 45,통영해양경찰서,옥외주차장,24시간 이용,34.8803876,128.4178623,HM,휴맥스이브이,휴맥스이브이,1800-3188,2,7.0,단독,1,1,0.0,1.0,2025-05-15 00:10:30,2025-05-14 22:00:25,2025-05-15 00:08:13,,48,48220,I0,I004,Y,,N,,N,,N,2023,경상남도,0.539048019433212,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.808572029149818,1.4940946375079598
통영해양경찰서 (광도면),ME20D114,경상남도 통영시 광도면 죽림2로45,,,24시간 이용가능,34.880504,128.4180649,ME,환경부,환경부,1661-9408,4,100.0,단독,1,1,0.0,1.0,2025-05-15 15:54:47,2025-05-15 15:14:40,2025-05-15 15:54:46,,48,48220,I0,I004,Y,,N,,N,,N,2021,경상남도,0.5613624603767771,1,0,0,300,0.0033333333222222,0.5,1.0,0.8,0.0026666666577777,0.0,0.0,-0.8420436905651656,1.4606229760926122
함양 서상논개묘 주차장,HY000254,경상남도 함양군 서상면 논개길 122-58,주차장 안쪽,경상남도 함양군 서상면 금당리 541 주차장 안쪽,24시간 이용가능,35.682044,127.675685,HY,현대엔지니어링,현대엔지니어링,1833-8777,2,7.0,단독,2,2,0.0,1.0,2025-05-03 22:34:03,2025-05-03 20:04:54,2025-05-03 22:33:15,,48,48870,B0,B001,N,,N,,N,,N,2023,경상남도,1.453504003761506,0,0,0,300,0.0033333333222222,0.0,1.0,0.8,0.0026666666577777,0.0,0.0,-2.180256005642259,-0.3775893389844813
