no,StatId,ChargerId,StartDate,EndDate,Note,EvChargerUseStampId,statNm,chgerType,addr,location,lat,lng,useTime,busiId,bnm,busiNm,busiCall,stat,statUpdDt,lastTsdt,lastTedt,nowTsdt,powerType,output,method,zcode,zscode,kind,kindDetail,parkingFree,eci_note,limitYn,limitDetail,delYn,delDetail,Available,LatNumber,LngNumber,AverageRating,AverageCharingSpeed
1603550,PW013712,12,2024-12-30 17:16,2024-12-30 21:47,NULL,1595646,호려울마을8단지입주자대표회의22,2,세종특별자치시 보람동로 14,NULL,36.47755115,127.2962395,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4776,127.296,0,0
1603549,PW013707,1,2024-12-30 19:21,2024-12-31 8:11,NULL,1595645,가온마을11단지 입주자대표회의,2,세종특별자치시 가온로 10,NULL,36.49183477,127.2546206,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4918,127.255,0,0
1603548,PW013677,4,2024-12-30 18:14,2024-12-31 8:12,NULL,1595644,새뜸마을12단지입주자대표회의,2,세종특별자치시 새롬남로 102,NULL,36.48514275,127.2568631,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4851,127.257,0,0
1603547,PW013663,1,2024-12-31 1:04,2024-12-31 2:49,NULL,1595643,새뜸마을9단지아파트 입주자대표회의22,2,세종특별자치시 새롬남로 98,NULL,36.4848515,127.2560895,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4849,127.256,0,0
1603546,PW013659,4,2024-12-31 1:29,2024-12-31 7:00,NULL,1595642,도램마을10단지 입주자대표회의,2,세종특별자치시 보듬4로 20,NULL,36.51087081,127.2611913,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5109,127.261,0,0
1603545,PW013658,12,2024-12-30 12:45,2024-12-30 16:01,NULL,1595641,도램마을1단지아파트입주자대표회의,2,세종특별자치시 다솜1로 140,NULL,36.51150653,127.2564381,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5115,127.256,0,0
1603544,PW013511,7,2024-12-30 14:14,2024-12-31 2:24,NULL,1595640,범지기3단지아파트입주자대표회의,2,세종특별자치시 달빛1로 201,NULL,36.51854604,127.2440783,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5185,127.244,0,0
1603543,PW000073,1,2024-12-30 18:46,2024-12-30 20:16,NULL,1595639,첫마을6단지-606동,2,세종특별자치시 누리로 27(한솔동),NULL,36.474279,127.254149,24시간 이용가능,PW,파워큐브,파워큐브코리아,1833-8017,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4743,127.254,0,0
1603542,PL005318,3,2024-12-29 13:34,2024-12-31 8:13,NULL,1595638,가락마을20단지,2,세종특별자치시 만남로 190,NULL,36.51706356,127.2410175,24시간 이용가능,PL,플러그링크,플러그링크,1533-0702,3,2.02501E+13,2.02501E+13,2.02412E+13,2.02501E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,시설 상황에 따라 이용이 제한될 수 있음,N,NULL,YES,36.5171,127.241,0,0
1603541,PL000303,19,2024-12-30 20:06,2024-12-31 8:11,NULL,1595637,가온마을2단지한신휴플러스제일풍경채,2,세종특별자치시 다정북로 110,NULL,36.49578199,127.2435873,24시간 이용가능,PL,플러그링크,플러그링크,1533-0702,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,시설 상황에 따라 이용이 제한될 수 있음,N,NULL,YES,36.4958,127.244,0,0
1603540,PIH00558,6,2024-12-30 21:38,2024-12-30 21:38,NULL,1595636,가재마을7단지아파트,2,세종특별자치시 달빛로 77,NULL,36.5055567,127.2484212,24시간 이용가능,PI,GS차지비,GS차지비,1544-4279,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,해당 시설 정책에 따라 이용이 불가 할 수 있습니다.,N,NULL,YES,36.5056,127.248,0,0
1603539,PI716248,17,2024-12-31 2:16,2024-12-31 2:16,NULL,1595635,가락마을19단지 세종파라곤 아파트,2,세종특별자치시 밝은뜰로 15,NULL,36.52211266,127.2342634,24시간 이용가능,PI,차지비,GS차지비,1600-4047,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5221,127.234,0,0
1603538,PI711916,22,2024-12-31 1:59,2024-12-31 1:59,NULL,1595634,가온마을6단지,2,세종특별자치시 다정중앙로 77,NULL,36.4978774,127.2483213,24시간 이용가능,PI,차지비,GS차지비,1600-4047,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4979,127.248,0,0
1603537,PI069238,14,2024-12-31 2:44,2024-12-31 2:44,NULL,1595633,세종가온마을7단지아파트,2,세종특별자치시 다정중앙로 20,NULL,36.4925572,127.2500005,24시간 이용가능,PI,GS차지비,GS차지비,1544-4279,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,N,거주자 외 출입제한,Y,거주자 외 출입제한,N,NULL,NO,36.4926,127.25,0,0
1603536,MO910086,1,2024-12-30 17:32,2024-12-31 8:11,NULL,1595632,수루배마을1단지-3,2,세종특별자치시 반곡로 14,NULL,36.498173,127.306778,24시간 이용가능,MO,매니지온,매니지온,1833-2377,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,N,시설 상황에 따라 이용이 제한될 수 있음.,N,NULL,YES,36.4982,127.307,0,0
1603535,LU002929,3,2024-12-30 22:20,2024-12-31 8:09,NULL,1595631,가재마을6단지아파트,2,세종특별자치시 달빛1로 74,NULL,36.506352,127.245735,24시간 이용가능,LU,LG유플러스 볼트업,LG유플러스볼트업,LG유플러스볼트업,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,N,NULL,N,NULL,YES,36.5064,127.246,0,0
1603534,HM001006,24,2024-12-30 20:51,2024-12-31 0:35,NULL,1595630,해밀마을2단지 세종마스터힐스,2,세종특별자치시 해밀3로 90,NULL,36.53079075,127.2690775,24시간 이용가능,HM,휴맥스이브이,휴맥스이브이,1800-3188,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,거주자외 사용불가,Y,NULL,N,NULL,YES,36.5308,127.269,0,0
1603533,HM000458,10,2024-12-30 15:04,2024-12-30 18:10,NULL,1595629,새뜸마을3단지,2,세종특별자치시 새롬북로 14,NULL,36.48632015,127.2465663,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,N,거주자외 사용불가,Y,NULL,N,NULL,YES,36.4863,127.247,0,0
1603532,HM000458,1,2024-12-30 20:40,2024-12-31 3:02,NULL,1595628,새뜸마을3단지,2,세종특별자치시 새롬북로 14,NULL,36.48632015,127.2465663,24시간 이용가능,HM,휴맥스이브이,HUMAX EV,1800-3188,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,N,거주자외 사용불가,Y,NULL,N,NULL,YES,36.4863,127.247,0,0
1603531,EV008935,5,2024-12-30 20:33,2024-12-31 4:27,NULL,1595627,세종 가락마을11단지아파트3,2,세종특별자치시 마음로 152,NULL,36.51228648,127.2309849,24시간 이용가능,EV,에버온,에버온,1661-7766,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,외부인 사용불가,Y,외부인 사용불가,N,NULL,YES,36.5123,127.231,0,0
1603530,EV008014,1,2024-12-30 19:04,2024-12-30 21:08,NULL,1595626,세종 가락마을10단지아파트6,2,세종특별자치시 마음로 181,NULL,36.51484708,127.2280006,24시간 이용가능,EV,에버온,에버온,1661-7766,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,외부인 사용불가,N,외부인 사용불가,N,NULL,YES,36.5148,127.228,0,0
1603529,EC005029,1,2024-12-31 7:24,2024-12-31 8:10,NULL,1595625,세종우체국 (급),4,세종특별자치시 시청대로 180,NULL,36.48054879,127.2918559,24시간 이용가능,EC,이지차저,이지차저,1544-3332,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,50,단독,36,36110,A0,A003,N,관리 시설에 따른 이용 제한이 있을 수 있음 ,N,NULL,N,NULL,YES,36.4805,127.292,0,0
1603528,CV002084,2,2024-12-31 7:08,2024-12-31 8:08,NULL,1595624,세종농업기술센터,4,세종특별자치시 연서면 월하천로 289,NULL,36.57222329,127.2832296,09:00~18:00,CV,대영채비,대영채비,1522-2573,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A003,Y,NULL,N,NULL,N,NULL,NO,36.5722,127.283,0,0
1603527,ME23B129,1,2024-12-31 7:20,2024-12-31 7:55,NULL,1595623,세종시립도서관,6,세종특별자치시 고운동 2103,NULL,36.5104933,127.2397304,24시간 개방,ME,환경부,환경부,044-301-4316,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,I0,I005,Y,NULL,N,NULL,N,NULL,YES,36.5105,127.24,0,0
1603526,ME23A220,22,2024-12-29 12:06,2024-12-29 12:27,NULL,1595622,고운동 복합커뮤니티센터(북측),4,세종특별자치시 마음로 284,NULL,36.5194405,127.2363011,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,단독,36,36110,A0,A002,Y,NULL,N,NULL,N,NULL,YES,36.5194,127.236,0,0
1603525,ME23A220,21,2024-12-29 12:03,2024-12-29 12:43,NULL,1595621,고운동 복합커뮤니티센터(북측),4,세종특별자치시 마음로 284,NULL,36.5194405,127.2363011,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,단독,36,36110,A0,A002,Y,NULL,N,NULL,N,NULL,YES,36.5194,127.236,0,0
1603524,ME23A219,22,2024-12-30 18:43,2024-12-30 19:23,NULL,1595620,고운동 복합커뮤니티센터(남측),4,세종특별자치시 마음로 64,NULL,36.5053321,127.2354707,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,200,단독,36,36110,A0,A002,Y,NULL,N,NULL,N,NULL,YES,36.5053,127.235,0,0
1603523,ME22C401,4,2024-12-27 14:06,2024-12-27 14:41,NULL,1595619,정부세종청사 중앙동,4,세종특별자치시 도음6로 42,NULL,36.5019899,127.2633337,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,A0,A003,Y,NULL,N,NULL,N,NULL,YES,36.502,127.263,0,0
1603522,ME22C401,1,2024-12-27 15:58,2024-12-27 16:38,NULL,1595618,정부세종청사 중앙동,4,세종특별자치시 도음6로 42,NULL,36.5019899,127.2633337,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,A0,A003,Y,NULL,N,NULL,N,NULL,YES,36.502,127.263,0,0
1603521,ME22C138,1,2024-12-29 18:20,2024-12-29 18:42,NULL,1595617,세종종합사회복지관,4,세종특별자치시 조치원읍 산책1길 65,NULL,36.5961876,127.3012973,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,I0,I006,Y,NULL,N,NULL,N,NULL,YES,36.5962,127.301,0,0
1603520,ME19F403,2,2024-12-28 15:45,2024-12-28 15:55,NULL,1595616,세종중앙공원주차장2,4,세종특별자치시 연기면 수목원로 136,NULL,36.49897513,127.2831925,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,B0,B002,Y,NULL,N,NULL,N,NULL,YES,36.499,127.283,0,0
1603519,ME19F208,1,2024-12-30 11:01,2024-12-30 11:41,NULL,1595615,세종중앙공원주차장,4,세종특별자치시 연기면 세종리 548-88,NULL,36.49110627,127.2698179,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,B0,B002,Y,NULL,N,NULL,N,NULL,YES,36.4911,127.27,0,0
1603518,ME19E510,1,2024-12-31 6:42,2024-12-31 6:46,NULL,1595614,정부세종청사 문화체육관광부,4,세종특별자치시 갈매로 388(어진동),NULL,36.49741,127.265079,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,100,단독,36,36110,A0,A001,Y,NULL,N,NULL,N,NULL,YES,36.4974,127.265,0,0
1603517,ME19B209,22,2024-12-30 8:59,2024-12-30 9:16,NULL,1595613,세종청사7동 법제처,4,세종특별자치시 도움5로 20,NULL,36.505509,127.258857,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,A0,A001,Y,NULL,N,NULL,N,NULL,YES,36.5055,127.259,0,0
1602381,PW014667,1,2024-12-30 19:05,2024-12-30 23:05,NULL,1594463,한뜰마을5단지 입주자대표회의,2,세종특별자치시 다솜로 7,NULL,36.49831315,127.2564905,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4983,127.256,0,0
1602380,PW014559,1,2024-12-30 19:09,2024-12-31 6:10,NULL,1594462,범지기마을 56단지 관리사무소(6단지),2,세종특별자치시 달빛로 135,NULL,36.5100324,127.2486561,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.51,127.249,0,0
1602379,PW014529,10,2024-12-30 20:22,2024-12-31 2:22,NULL,1594461,가락마을4단지아파트 입주자대표회의,2,세종특별자치시 마음안로 48,NULL,36.5067997,127.2372679,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5068,127.237,0,0
1602378,PW013921,4,2024-12-30 19:02,2024-12-31 5:20,NULL,1594460,(주)장남해들마을5단지관리사무소,2,세종특별자치시 대평로 56,NULL,36.47325962,127.2789401,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4733,127.279,0,0
1602377,PW013872,10,2024-12-30 20:17,2024-12-31 7:03,NULL,1594459,해밀마을1단지아파트입주자대표회의,2,세종특별자치시 해밀3로 32,NULL,36.52933278,127.2672275,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5293,127.267,0,0
1602376,PW013783,8,2024-12-30 18:23,2024-12-31 2:24,NULL,1594458,가락마을1단지아파트 입주자대표회의,2,세종특별자치시 마음로 67,NULL,36.50482142,127.2327859,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5048,127.233,0,0
1602375,PW013748,7,2024-12-30 18:16,2024-12-31 2:02,NULL,1594457,세종고운뜰PARK 가락마을8단지22,2,세종특별자치시 만남로 92,NULL,36.50569802,127.2407533,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5057,127.241,0,0
1602374,PW013714,3,2024-12-25 14:20,2024-12-25 19:36,NULL,1594456,가재마을7단지입주자대표회의22,2,세종특별자치시 달빛로 77,NULL,36.50555668,127.2484212,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.5056,127.248,0,0
1602373,PW010278,9,2024-12-30 18:25,2024-12-31 3:56,NULL,1594455,가온마을3단지,2,세종특별자치시 다정북로 109,NULL,36.496556,127.2422988,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,36,36000,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4966,127.242,0,0
1602372,PW000071,1,2024-12-29 14:13,2024-12-29 17:58,NULL,1594454,첫마을6단지-603동,2,세종특별자치시 누리로 28(한솔동),NULL,36.476502,127.253416,24시간 이용가능,PW,파워큐브,파워큐브코리아,1833-8017,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4765,127.253,0,0
1602371,PI710826,9,2024-12-31 1:03,2024-12-31 1:03,NULL,1594453,세종첫마을3단지아파트,2,세종특별자치시 나리1로 15,NULL,36.4787851,127.2593804,24시간 이용가능,PI,차지비,GS차지비,1600-4047,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,관계자 외 출입제한,N,NULL,YES,36.4788,127.259,0,0
1602370,PI448327,20,2024-12-31 2:08,2024-12-31 2:08,NULL,1594452,세종시 가락마을중흥S클래스6단지,2,세종특별자치시 마음로 14,NULL,36.5026188,127.2397981,24시간 이용가능,PI,GS차지비,차지비,1600-4047,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,입주민전용,Y,입주민전용,N,NULL,YES,36.5026,127.24,0,0
1602369,PI448324,2,2024-12-30 20:07,2024-12-30 20:07,NULL,1594451,세종시 가락마을22단지,2,세종특별자치시 마음로 322,NULL,36.51893096,127.2415813,24시간 이용가능,PI,차지비,차지비,1600-4047,3,2.02501E+13,2.02501E+13,2.02501E+13,2.02501E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,N,NULL,N,NULL,YES,36.5189,127.242,0,0
1602368,PI069238,20,2024-12-31 7:18,2024-12-31 7:18,NULL,1594450,세종가온마을7단지아파트,2,세종특별자치시 다정중앙로 20,NULL,36.4925572,127.2500005,24시간 이용가능,PI,GS차지비,GS차지비,1544-4279,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,N,거주자 외 출입제한,Y,거주자 외 출입제한,N,NULL,YES,36.4926,127.25,0,0
1602367,PI017234,1,2024-12-30 18:35,2024-12-30 18:35,NULL,1594449,세종원프라자,2,세종특별자치시 보듬3로 8-37 세종시 보듬3로 8-37 원프라자,NULL,36.5155759,127.2578433,24시간 이용가능,PI,GS차지비,GS차지비,1544-4279,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,E0,E001,N,NULL,N,NULL,N,NULL,YES,36.5156,127.258,0,0
1602366,MO361101,2,2024-12-31 7:28,2024-12-31 7:28,NULL,1594448,수루배마을1단지,2,세종특별자치시 반곡로 14,NULL,36.498532,127.3078514,24시간 이용가능,MO,매니지온,매니지온,1833-2377,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4985,127.308,0,0
1602365,MO361101,1,2024-12-31 7:28,2024-12-31 7:28,NULL,1594447,수루배마을1단지,2,세종특별자치시 반곡로 14,NULL,36.498532,127.3078514,24시간 이용가능,MO,매니지온,매니지온,1833-2377,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4985,127.308,0,0
1602364,HW000694,2,2024-12-30 22:12,2024-12-31 7:26,NULL,1594446,세종 새샘마을8단지 지상주차장,2,세종특별자치시 소담8로 22,NULL,36.4874993,127.3005407,24시간 이용가능,HW,한화솔루션,한화솔루션,1533-3464,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,G0,G004,N,NULL,Y,입주민 전용,N,NULL,YES,36.4875,127.301,0,0
1602363,EV010119,1,2024-12-30 18:23,2024-12-30 23:50,NULL,1594445,세종 새샘마을6단지12,2,세종특별자치시 남세종로 302,NULL,36.48190547,127.3039044,24시간 이용가능,EV,에버온,에버온,1661-7766,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,외부인 사용 불가,N,외부인 사용불가,N,NULL,YES,36.4819,127.304,0,0
1602362,EV008012,3,2024-12-30 19:30,2024-12-31 3:12,NULL,1594444,세종 가락마을10단지아파트4,2,세종특별자치시 마음로 181,NULL,36.51484708,127.2280006,24시간 이용가능,EV,에버온,에버온,1661-7766,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,외부인 사용불가,Y,외부인 사용불가,N,NULL,YES,36.5148,127.228,0,0
1602361,ME20B211,22,2024-12-31 6:49,2024-12-31 6:53,NULL,1594443,명학일반산업단지 관리사무소,4,세종특별자치시 연동면 응암리 916,NULL,36.5412012,127.3364791,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,B0,B001,Y,NULL,N,NULL,N,NULL,YES,36.5412,127.336,0,0
1602360,ME18A402,11,2024-12-31 6:37,2024-12-31 7:23,NULL,1594442,보람동 수변공원,4,세종특별자치시 보람동 624-1,NULL,36.481974,127.290825,24시간 이용가능,ME,환경부,환경부,1661-9408,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,200,동시,36,36110,D0,D001,Y,NULL,N,NULL,N,NULL,YES,36.482,127.291,0,0
1602359,ME18A001,5,2024-12-31 6:46,2024-12-31 7:28,NULL,1594441,은하수공원,4,"세종특별자치시 연기면 정안세종로 1527 은하수공원, 화장시설 주차장",NULL,36.532123,127.245097,24시간 이용가능,ME,환경부,환경부,031-994-6115 ,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,100,동시,36,36110,A0,A004,Y,NULL,N,NULL,N,NULL,YES,36.5321,127.245,0,0
1602358,ME18A001,1,2024-12-31 6:15,2024-12-31 6:29,NULL,1594440,은하수공원,6,"세종특별자치시 연기면 정안세종로 1527 은하수공원, 화장시설 주차장",NULL,36.532123,127.245097,24시간 이용가능,ME,환경부,환경부,031-994-6115 ,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,50,단독,36,36110,A0,A004,Y,NULL,N,NULL,N,NULL,YES,36.5321,127.245,0,0
1601159,PW013622,6,2024-12-30 18:51,2024-12-31 5:37,NULL,1593227,첫마을5단지아파트 입주자대표회의,2,세종특별자치시 누리로 59,NULL,36.47516087,127.2490457,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4752,127.249,0,0
1601158,PW013119,23,2024-12-30 13:00,2024-12-30 13:15,NULL,1593226,가온마을1단지아파트 입주자대표회의,2,세종특별자치시 다정남로 22,NULL,36.49299528,127.2448033,24시간 이용가능,PW,파워큐브,파워큐브코리아,1833-8017,2,2.02501E+13,2.02501E+13,2.02501E+13,NULL,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.493,127.245,0,0
1601157,PW000644,2,2024-12-30 20:47,2024-12-30 20:48,NULL,1593225,첫마을5단지-519동,2,세종특별자치시 누리로 59,NULL,36.477366,127.251152,24시간 이용가능,PW,파워큐브,파워큐브,1833-8017,2,2.02412E+13,2.02412E+13,2.02412E+13,NULL,NULL,NULL,NULL,36,36110,H0,H001,Y,NULL,Y,거주자외 출입제한,N,NULL,YES,36.4774,127.251,0,0
1601156,PI711878,2,2024-12-31 0:25,2024-12-31 0:25,NULL,1593224,새샘마을1단지아파트,2,세종특별자치시 남세종로 357,NULL,36.4803151,127.2987969,24시간 이용가능,PI,차지비,GS차지비,1600-4047,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,관계자 외 출입제한,N,NULL,YES,36.4803,127.299,0,0
1601155,PI710826,12,2024-12-30 15:52,2024-12-30 15:52,NULL,1593223,세종첫마을3단지아파트,2,세종특별자치시 나리1로 15,NULL,36.4787851,127.2593804,24시간 이용가능,PI,차지비,GS차지비,1600-4047,3,2.02412E+13,2.02412E+13,2.02412E+13,2.02412E+13,NULL,7,단독,36,36110,H0,H001,Y,NULL,Y,관계자 외 출입제한,N,NULL,YES,36.4788,127.259,0,0
1601154,KP003254,1,2024-12-30 19:55,2024-12-31 5:51,NULL,1593222,세종e편한세상,2,세종특별자치시 조치원읍 신안리 542,NULL,36.615581,127.286834,NULL,KP,한국전력공사,한국전기차충전서비스,1899-2100,2,2.02501E+13,2.02412E+13,2.02501E+13,NULL,NULL,NULL,NULL,36,36110,H0,H001,Y,NULL,Y,입주자외 출입제한 (긴급상황 이용가능),N,NULL,YES,36.6156,127.287,0,0
1601153,EP210197,1,2024-12-29 10:12,2024-12-30 8:12,NULL,1593221,세종푸르지오시티1차2,2,세종특별자치시 갈매로 364,NULL,36.4960621,127.2643764,24시간 이용가능,EP,이카플러그,(주)이카플러그,1833-4577,2,2.02501E+13,2.02412E+13,2.02412E+13,NULL,NULL,7,동시,36,36110,G0,G005,Y,NULL,N,NULL,N,NULL,YES,36.4961,127.264,0,0
